"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-29 0.889563985284869 2 13 "GO:0046540;GO:0097526" "spliceosomal tri-snRNP complex" 0.98207451294151
-298 0.33078084288174 2 6 "GO:0046930" "pore complex" 0.808394221839259
-618 0.0434269050919605 2 6 "GO:0048188" "Set1C/COMPASS complex" 0.438963851470087
159 0.0371524991207478 2 100 "GO:0048471" "perinuclear region of cytoplasm" 0.397000990604562
-16 0.929575984942729 6 17 "GO:0055029;GO:0000428;GO:0030880" "nuclear DNA-directed RNA polymerase complex" 0.989172848332297
207 0.339929763503131 2 12 "GO:0055037" "recycling endosome" 0.808394221839259
-54 0.661865219948715 4 37 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 0.920435358605676
5 0.989508012862266 2 5 "GO:0061700" "GATOR2 complex" 0.994827948415289
-40 0.507332855673647 2 161 "GO:0070013;GO:0043233;GO:0031974" "intracellular organelle lumen" 0.899253497734332
100 0.632508517584522 2 13 "GO:0070160" "tight junction" 0.920435358605676
346 0.302498562923965 2 5 "GO:0070419" "nonhomologous end joining complex" 0.797666242740119
116 0.660649315163451 2 8 "GO:0070461" "SAGA-type complex" 0.920435358605676
-218 0.245596942698348 2 16 "GO:0070469" "respirasome" 0.797666242740119
-197 0.556819655247364 5 5 "GO:0070545" "PeBoW complex" 0.920435358605676
35 0.778440375689208 2 37 "GO:0070603;GO:1904949" "ATPase complex" 0.94832801468327
450 0.141931252967746 2 6 "GO:0070937" "CRD-mediated mRNA stability complex" 0.671927703923253
-392 0.166215492990548 2 7 "GO:0071004" "U2-type prespliceosome" 0.728981815446303
-354 0.136099165236828 5 10 "GO:0071010" "prespliceosome" 0.669717229103211
-61 0.77820812632757 5 12 "GO:0071011" "precatalytic spliceosome" 0.94832801468327
102 0.738788090166239 2 6 "GO:0071012" "catalytic step 1 spliceosome" 0.942418509866718
1 0.994515544418659 2 38 "GO:0071013" "catalytic step 2 spliceosome" 0.997181805931846
167 0.58541932422419 3 6 "GO:0071203" "WASH complex" 0.920435358605676
-215 0.342139934014507 5 11 "GO:0071339;GO:0044665" "MLL1/2 complex" 0.808394221839259
120 0.694762230988305 4 6 "GO:0071565;GO:0071564;GO:0016514" "npBAF complex" 0.92912797413419
-347 0.300820007197289 2 5 "GO:0071944" "cell periphery" 0.797666242740119
22 0.918297884027696 5 12 "GO:0072686" "mitotic spindle" 0.989086002240162
51 0.745835207106138 4 23 "GO:0090575;GO:0044798" "nuclear transcription factor complex" 0.942418509866718
388 0.0245065631308448 2 19 "GO:0097223" "sperm part" 0.339461281886517
86 0.704800352675666 6 11 "GO:0097346" "INO80-type complex" 0.934735219506025
83 0.156572157812809 2 173 "GO:0097458" "neuron part" 0.714121792951104
217 0.444944701701198 4 7 "GO:0097542" "ciliary tip" 0.870657269986586
-52 0.854643127040453 2 7 "GO:0097546" "ciliary base" 0.962760631063643
-35 0.901860982667514 4 7 "GO:0097730" "non-motile cilium" 0.986245636016521
208 0.267557157900893 2 16 "GO:0098552" "side of membrane" 0.797666242740119
70 0.16810406271792 3 241 "GO:0098588" "bounding membrane of organelle" 0.728981815446303
-99 0.187981774135396 2 103 "GO:0098590" "plasma membrane region" 0.734342138613162
134 0.240506560768353 2 44 "GO:0098687" "chromosomal region" 0.797666242740119
94 0.605419133782503 2 17 "GO:0098793" "presynapse" 0.920435358605676
-18 0.942418285629059 2 9 "GO:0098794" "postsynapse" 0.989701345269096
-105 0.0654391345529022 2 186 "GO:0098796" "membrane protein complex" 0.519023838090135
89 0.475197288363463 2 37 "GO:0098797" "plasma membrane protein complex" 0.884197939541966
-339 2.68727447299702e-05 4 89 "GO:0098798" "mitochondrial protein complex" 0.00111671183655654
-486 1.30190840654274e-05 5 46 "GO:0098800" "inner mitochondrial membrane protein complex" 0.000695591062924264
198 0.483964496784247 2 7 "GO:0098802" "plasma membrane receptor complex" 0.891639023632061
-621 2.18321300634098e-06 2 33 "GO:0098803" "respiratory chain complex" 0.000136086944061921
116 0.0556500192111728 2 163 "GO:0098805" "whole membrane" 0.482263011888732
-82 0.60040433197982 2 23 "GO:0098858" "actin-based cell projection" 0.920435358605676
63 0.745948295956979 2 15 "GO:0099023" "tethering complex" 0.942418509866718
336 0.0254805116082659 5 25 "GO:0099503" "secretory vesicle" 0.340346833624695
25 0.673915370463556 3 168 "GO:0120038;GO:0044463" "plasma membrane bounded cell projection part" 0.920435358605676
-154 0.261879338478548 2 30 "GO:0120114;GO:0097525;GO:0030532" "Sm-like protein family complex" 0.797666242740119
46 0.839339486762686 3 11 "GO:1902495;GO:1990351" "transporter complex" 0.956114957618977
-45 0.841074387851988 6 11 "GO:1902554;GO:1902911" "serine/threonine protein kinase complex" 0.956114957618977
-91 0.674506603043036 5 12 "GO:1902562" "H4 histone acetyltransferase complex" 0.920435358605676
185 0.4143865113744 4 11 "GO:1904115;GO:0120111;GO:0032838" "plasma membrane bounded cell projection cytoplasm" 0.854501514641501
-2 0.987308610498757 3 35 "GO:1905368;GO:0000502;GO:1905369" "peptidase complex" 0.994827948415289
-201 0.126321269189506 2 33 "GO:1990204" "oxidoreductase complex" 0.661371391452784
-61 0.325084885362824 2 158 "GO:1990234" "transferase complex" 0.808394221839259
135 0.533029260172347 2 12 "GO:1990391" "DNA repair complex" 0.907327510185973
-525 0.0865368656851792 3 6 "GO:1990752" "microtubule end" 0.540939069442789
