"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1065 0.370113922546807 3 7 "GO:0030877" "beta-catenin destruction complex" 0.856758049263334
829 0.360988380794011 3 12 "GO:0030897" "HOPS complex" 0.856758049263334
766 0.418729036267272 2 11 "GO:0030904" "retromer complex" 0.863193433908619
2273 0.00510131724582781 2 15 "GO:0030991" "intraciliary transport particle A" 0.214551244281947
1197 0.0403684846626366 2 29 "GO:0030992" "intraciliary transport particle B" 0.574453514109878
-641 0.241966678016628 2 33 "GO:0031012" "extracellular matrix" 0.797645155577772
-1168 0.325354007880525 2 7 "GO:0031080" "nuclear pore outer ring" 0.847067042543569
39 0.95920699487658 3 17 "GO:0031164" "contractile vacuolar membrane" 0.999163011449963
-226 0.69416571140192 3 30 "GO:0031201" "SNARE complex" 0.938930614181167
-245 0.659661864814517 2 32 "GO:0031225" "anchored component of membrane" 0.926794704463243
-507 0.532032338565929 4 15 "GO:0031228" "intrinsic component of Golgi membrane" 0.898857651421876
-515 0.687978035624002 4 6 "GO:0031233" "intrinsic component of external side of plasma membrane" 0.936854882612408
-1419 0.0627470261220119 3 17 "GO:0031234" "extrinsic component of cytoplasmic side of plasma membrane" 0.62130382977309
913 0.117925239265586 4 29 "GO:0031248;GO:1902493" "protein acetyltransferase complex" 0.677200402858758
-289 0.770901740468829 2 10 "GO:0031252" "cell leading edge" 0.969207171366251
-345 0.165396758426677 2 162 "GO:0031253" "cell projection membrane" 0.728927867600409
-733 0.0468312313666068 3 73 "GO:0031256" "leading edge membrane" 0.576609536201346
693 0.445039550337152 2 12 "GO:0031261;GO:0005656;GO:0036387" "DNA replication preinitiation complex" 0.884164423924789
-1056 0.410641989317553 3 6 "GO:0031298" "replication fork protection complex" 0.863193433908619
-394 0.279179519852481 2 75 "GO:0031300;GO:0031301" "intrinsic component of organelle membrane" 0.829121086597067
1695 0.127061032064358 5 8 "GO:0031305;GO:0031304" "intrinsic component of mitochondrial inner membrane" 0.682664272273051
-1043 0.458007372976678 4 5 "GO:0031307;GO:0031306" "intrinsic component of mitochondrial outer membrane" 0.887241327066525
172 0.849960093972151 4 12 "GO:0031310;GO:0071627;GO:0031166;GO:0071628" "intrinsic component of vacuolar membrane" 0.978657464361175
-113 0.872786392691165 3 20 "GO:0031312" "extrinsic component of organelle membrane" 0.978657464361175
-720 0.516926896592284 2 8 "GO:0031313" "extrinsic component of endosome membrane" 0.898857651421876
-2176 0.0669162556325375 2 7 "GO:0031371" "ubiquitin conjugating enzyme complex" 0.62130382977309
-27 0.843312113020236 2 547 "GO:0031410;GO:0097708" "cytoplasmic vesicle" 0.978657464361175
158 0.867984119475532 2 11 "GO:0031414" "N-terminal protein acetyltransferase complex" 0.978657464361175
356 0.800138534043339 3 5 "GO:0031415" "NatA complex" 0.978657464361175
-100 0.943242919270524 6 5 "GO:0031417" "NatC complex" 0.995159893948086
-622 0.081602363768824 4 78 "GO:0031430" "M band" 0.629428628997529
49 0.882510964630682 3 89 "GO:0031461" "cullin-RING ubiquitin ligase complex" 0.978657464361175
309 0.567433157537845 5 34 "GO:0031463" "Cul3-RING ubiquitin ligase complex" 0.898857651421876
-275 0.830222198311024 2 6 "GO:0031499" "TRAMP complex" 0.978657464361175
137 0.583497706931448 3 160 "GO:0031514" "motile cilium" 0.898857651421876
251 0.782224197446964 4 12 "GO:0031526" "brush border membrane" 0.973710110060069
664 0.576384813810901 3 7 "GO:0031527" "filopodium membrane" 0.898857651421876
-656 0.451929584433402 2 13 "GO:0031588" "nucleotide-activated protein kinase complex" 0.887241327066525
-680 0.0522296976057354 2 81 "GO:0031594" "neuromuscular junction" 0.582410401603578
-74 0.940954425777341 3 10 "GO:0031597" "cytosolic proteasome complex" 0.995159893948086
-1165 0.266171613510322 6 9 "GO:0031616" "spindle pole centrosome" 0.817067184220426
105 0.857110551321451 4 29 "GO:0031672" "A band" 0.978657464361175
461 0.522894830851542 3 19 "GO:0031674" "I band" 0.898857651421876
-790 0.0852018448727619 2 47 "GO:0031901" "early endosome membrane" 0.629428628997529
-200 0.587071156427824 6 73 "GO:0031902" "late endosome membrane" 0.898857651421876
14 0.986180285431621 2 16 "GO:0031941;GO:0071458;GO:0071556;GO:0002133" "integral component of cytoplasmic side of endoplasmic reticulum membrane" 0.99922212943145
346 0.160021547691871 4 165 "GO:0031965" "nuclear membrane" 0.728927867600409
-132 0.407323279238193 2 403 "GO:0031966;GO:0005743;GO:0019866" "mitochondrial membrane" 0.859743064392043
266 0.152154343281562 2 294 "GO:0031967;GO:0031975" "organelle envelope" 0.728927867600409
10 0.976676900223881 3 84 "GO:0031968;GO:0019867" "outer membrane" 0.99922212943145
53 0.82354272761833 2 180 "GO:0031969;GO:0042170" "plastid membrane" 0.978657464361175
292 0.561998668779071 4 39 "GO:0031977" "thylakoid lumen" 0.898857651421876
-37 0.700559740994438 2 1213 "GO:0031982" "vesicle" 0.940215718276791
-96 0.638626658454701 3 241 "GO:0031984" "organelle subcompartment" 0.925069497908648
-1452 0.0736249440850859 3 15 "GO:0031985" "Golgi cisterna" 0.62130382977309
1120 0.259969530410306 5 10 "GO:0032010;GO:0005767" "phagolysosome" 0.817067184220426
-326 0.450857776200817 2 53 "GO:0032040;GO:0030684" "preribosome" 0.887241327066525
-167 0.842737508612693 2 14 "GO:0032133" "chromosome passenger complex" 0.978657464361175
-308 0.585954384971451 2 31 "GO:0032153" "cell division site" 0.898857651421876
-1584 0.182486819668622 2 7 "GO:0032154" "cleavage furrow" 0.730691772588888
-489 0.445822332198963 2 24 "GO:0032155" "cell division site part" 0.884164423924789
317 0.660142682866819 3 19 "GO:0032300" "mismatch repair complex" 0.926794704463243
29 0.979386531148754 2 8 "GO:0032301" "MutSalpha complex" 0.99922212943145
178 0.86496889489771 2 9 "GO:0032389" "MutLalpha complex" 0.978657464361175
612 0.295046086553139 4 29 "GO:0032391;GO:0035869" "ciliary transition zone" 0.834757838084491
125 0.916513534598537 3 7 "GO:0032433" "filopodium tip" 0.993870640271074
-605 0.30048376674124 2 29 "GO:0032580" "Golgi cisterna membrane" 0.834757838084491
-1433 0.197309239636265 6 8 "GO:0032586" "protein storage vacuole membrane" 0.745845640056161
-944 0.168757931803651 3 21 "GO:0032587" "ruffle membrane" 0.728927867600409
951 0.294472161584808 5 12 "GO:0032588" "trans-Golgi network membrane" 0.834757838084491
134 0.845640505154366 2 21 "GO:0032592;GO:0098573" "intrinsic component of mitochondrial membrane" 0.978657464361175
-1960 0.0777282237336363 2 8 "GO:0032593" "insulin-responsive compartment" 0.629428628997529
-146 0.902298057072525 3 7 "GO:0032809;GO:0044298" "cell body membrane" 0.992001963032012
-298 0.657102119604425 5 22 "GO:0032839;GO:0120111;GO:0032838" "plasma membrane bounded cell projection cytoplasm" 0.926794704463243
-510 0.359454952393574 2 32 "GO:0032993" "protein-DNA complex" 0.856758049263334
-15 0.980034765835511 5 27 "GO:0033017;GO:0032541;GO:0071782;GO:0098827" "sarcoplasmic reticulum membrane" 0.99922212943145
-228 0.69614446484971 3 29 "GO:0033116" "endoplasmic reticulum-Golgi intermediate compartment membrane" 0.939318216269814
-1081 0.0991992953769543 3 23 "GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 0.660899444601724
-708 0.233851204380871 3 28 "GO:0033178" "proton-transporting two-sector ATPase complex, catalytic domain" 0.788950464740195
-626 0.440769977514503 2 15 "GO:0033179" "proton-transporting V-type ATPase, V0 domain" 0.880050867267133
-1170 0.361802019727162 2 6 "GO:0033180" "proton-transporting V-type ATPase, V1 domain" 0.856758049263334
862 0.539509673787836 2 5 "GO:0033254" "vacuolar transporter chaperone complex" 0.898857651421876
-902 9.13412114657399e-05 2 189 "GO:0033267" "axon part" 0.0269913279881261
336 0.811160709165899 2 5 "GO:0033281" "TAT protein transport complex" 0.978657464361175
-1326 0.161700490192995 4 11 "GO:0033620;GO:0034064" "Tor2-Mei2-Ste11 complex" 0.728927867600409
-1172 0.17884017056186 2 13 "GO:0033643;GO:0044217" "other organism part" 0.728927867600409
271 0.847342687077781 3 5 "GO:0033646" "host intracellular part" 0.978657464361175
-860 0.245636917622935 2 18 "GO:0034045" "phagophore assembly site membrane" 0.797645155577772
249 0.604655808225166 2 43 "GO:0034081" "polyketide synthase complex" 0.913075037285256
-153 0.913598689105248 4 5 "GO:0034098" "VCP-NPL4-UFD1 AAA ATPase complex" 0.992530928788974
-2459 0.0552531152018942 3 6 "GO:0034358;GO:1990777;GO:0032994" "protein-lipid complex" 0.593719837896718
-1205 0.225487699663945 2 10 "GO:0034388" "Pwp2p-containing subcomplex of 90S preribosome" 0.788950464740195
-271 0.765120546427182 4 12 "GO:0034399" "nuclear periphery" 0.968894873448135
186 0.85184727319539 2 10 "GO:0034451" "centriolar satellite" 0.978657464361175
350 0.646493506710764 4 17 "GO:0034464" "BBSome" 0.926794704463243
164 0.869333127056912 2 10 "GO:0034518" "RNA cap binding complex" 0.978657464361175
-192 0.881117949794717 3 6 "GO:0034663" "endoplasmic reticulum chaperone complex" 0.978657464361175
-190 0.737244640329382 2 31 "GO:0034707" "chloride channel complex" 0.959481839976494
-4 0.995334564476241 2 19 "GO:0034708" "methyltransferase complex" 0.99922212943145
-510 0.590623189276351 3 11 "GO:0035032" "phosphatidylinositol 3-kinase complex, class III" 0.900698719878332
-2518 0.0731839141939303 5 5 "GO:0035062;GO:0005703" "polytene chromosome puff" 0.62130382977309
367 0.685712828626855 4 12 "GO:0035097" "histone methyltransferase complex" 0.936854882612408
-848 0.350168705348076 2 12 "GO:0035145" "exon-exon junction complex" 0.856758049263334
-1289 0.315143068383067 3 6 "GO:0035253" "ciliary rootlet" 0.838780650756781
189 0.883169600382908 5 6 "GO:0035327" "transcriptionally active chromatin" 0.978657464361175
-529 0.52875219123603 5 14 "GO:0035371;GO:1990752" "microtubule plus-end" 0.898857651421876
-606 0.504016263480849 2 12 "GO:0035838" "growing cell tip" 0.898857651421876
-852 0.506659581800426 2 6 "GO:0035840" "old growing cell tip" 0.898857651421876
-205 0.862978030566882 4 7 "GO:0035841" "new growing cell tip" 0.978657464361175
202 0.774053781531084 4 20 "GO:0035861;GO:0090734" "site of DNA damage" 0.969207171366251
-448 0.652411911094037 4 10 "GO:0036038" "MKS complex" 0.926794704463243
104 0.757420526657237 2 88 "GO:0036064" "ciliary basal body" 0.968894873448135
-180 0.879753082055725 3 7 "GO:0036126;GO:0097729" "sperm flagellum" 0.978657464361175
-487 0.499863759507532 6 19 "GO:0036128" "CatSper complex" 0.898857651421876
586 0.576026144095103 2 9 "GO:0036157" "outer dynein arm" 0.898857651421876
534 0.591321663811832 2 10 "GO:0036452" "ESCRT complex" 0.900698719878332
-606 0.0210660342690988 2 145 "GO:0036464;GO:0035770" "cytoplasmic ribonucleoprotein granule" 0.429311250104738
702 0.61732622911189 2 5 "GO:0042175" "nuclear outer membrane-endoplasmic reticulum membrane network" 0.916842481859133
-433 0.0715406348981907 2 174 "GO:0042383" "sarcolemma" 0.62130382977309
-1618 0.173153114222746 2 7 "GO:0042405" "nuclear inclusion body" 0.728927867600409
-444 0.366103362969152 4 41 "GO:0042470;GO:0048770" "melanosome" 0.856758049263334
1036 0.0995263123004288 2 25 "GO:0042555" "MCM complex" 0.660899444601724
2143 0.0538200155682152 3 8 "GO:0042575" "DNA polymerase complex" 0.589030170385466
-196 0.720545736059197 2 33 "GO:0042597" "periplasmic space" 0.95407033617017
-2158 0.0298778651993718 2 10 "GO:0042622" "photoreceptor outer segment membrane" 0.504509095223678
-158 0.861504964778598 4 12 "GO:0042641" "actomyosin" 0.978657464361175
300 0.654746177414364 2 22 "GO:0042645" "mitochondrial nucleoid" 0.926794704463243
-890 0.27264146841397 2 15 "GO:0042734" "presynaptic membrane" 0.822518022355001
674 0.543853166934122 2 8 "GO:0042765" "GPI-anchor transamidase complex" 0.898857651421876
-292 0.0637812876806855 2 412 "GO:0043005" "neuron projection" 0.62130382977309
-459 0.266789401090789 3 58 "GO:0043034" "costamere" 0.817067184220426
-509 0.504315423515036 2 17 "GO:0043186" "P granule" 0.898857651421876
-1188 0.397987073298959 3 5 "GO:0043187;GO:0044457" "cell septum surface" 0.856758049263334
56 0.908639199735234 2 41 "GO:0043190;GO:0098533;GO:1904949" "ATPase complex" 0.992530928788974
-737 0.0503881524901358 2 70 "GO:0043194;GO:0016328;GO:0033268;GO:0033270" "node of Ranvier" 0.582410401603578
-1380 0.0181648471502849 3 29 "GO:0043195" "terminal bouton" 0.397608320956236
-249 0.569015003484957 4 52 "GO:0043197;GO:0044309;GO:0098794" "neuron spine" 0.898857651421876
847 0.350690515766196 2 12 "GO:0043198" "dendritic shaft" 0.856758049263334
106 0.86137412615834 4 27 "GO:0043202;GO:0005775" "vacuolar lumen" 0.978657464361175
-336 0.397032559444922 2 63 "GO:0043204" "perikaryon" 0.856758049263334
1400 0.108372475424231 2 13 "GO:0043209" "myelin sheath" 0.677200402858758
-474 0.394062554682533 2 32 "GO:0043235" "receptor complex" 0.856758049263334
716 0.576860010896411 2 6 "GO:0043564" "Ku70:Ku80 complex" 0.898857651421876
700 0.331576942014043 3 19 "GO:0043596;GO:0005657" "replication fork" 0.853079796975058
-22 0.979843750197554 3 13 "GO:0044224" "juxtaparanode region of axon" 0.99922212943145
-687 0.35359907436041 2 18 "GO:0044232" "organelle membrane contact site" 0.856758049263334
-2575 0.0447121178494998 3 6 "GO:0044292" "dendrite terminus" 0.574453514109878
-99 0.943922874882393 4 5 "GO:0044295" "axonal growth cone" 0.995159893948086
-100 0.66177219168103 2 194 "GO:0044297;GO:0043025" "cell body" 0.926794704463243
-1090 0.0717084790772871 4 27 "GO:0044299" "C-fiber" 0.62130382977309
-1326 0.114606221698787 3 14 "GO:0044306;GO:0043679" "neuron projection terminus" 0.677200402858758
364 0.230361862084827 2 108 "GO:0044391" "ribosomal subunit" 0.788950464740195
-1543 0.194041249757678 2 7 "GO:0044426" "cell wall part" 0.740276520303707
-127 0.434241191905877 2 385 "GO:0044427" "chromosomal part" 0.875892643059295
81 0.537766791551167 3 598 "GO:0044429" "mitochondrial part" 0.898857651421876
22 0.814166739016712 3 1242 "GO:0044430" "cytoskeletal part" 0.978657464361175
-21 0.84534991649973 2 935 "GO:0044432" "endoplasmic reticulum part" 0.978657464361175
-94 0.517686931876037 2 492 "GO:0044433" "cytoplasmic vesicle part" 0.898857651421876
369 0.00283895878859231 4 690 "GO:0044434;GO:0044435" "plastid part" 0.214551244281947
225 0.501527607811354 3 89 "GO:0044439;GO:0044438" "microbody part" 0.898857651421876
83 0.617433684906827 3 369 "GO:0044441" "ciliary part" 0.916842481859133
32 0.907957176615722 2 131 "GO:0044445" "cytosolic part" 0.992530928788974
-431 0.0976620439733138 2 148 "GO:0044448" "cell cortex part" 0.660899444601724
-257 0.244452671936045 2 207 "GO:0044449;GO:0030018" "contractile fiber part" 0.797645155577772
-224 0.33804895444005 4 183 "GO:0044450" "microtubule organizing center part" 0.856758049263334
313 0.0933791784178953 4 291 "GO:0044451" "nucleoplasm part" 0.660899444601724
-45 0.934848590285585 4 33 "GO:0044452" "nucleolar part" 0.995159893948086
-34 0.885925115792265 2 176 "GO:0044454" "nuclear chromosome part" 0.978657464361175
233 0.573644195614664 2 58 "GO:0044455" "mitochondrial membrane part" 0.898857651421876
-527 0.00263257229868142 1 332 "GO:0044456" "synapse part" 0.214551244281947
-397 2.53269446009811e-05 2 1254 "GO:0044459" "plasma membrane part" 0.0149682242591798
-390 0.570136221907564 2 21 "GO:0044462" "external encapsulating structure part" 0.898857651421876
-593 0.571543363944851 2 9 "GO:0044530" "supraspliceosomal complex" 0.898857651421876
-1070 0.404459383662386 2 6 "GO:0044615" "nuclear pore nuclear basket" 0.856758049263334
173 0.763529242324306 2 30 "GO:0044732;GO:0005816" "spindle pole body" 0.968894873448135
-475 0.459484212774217 2 24 "GO:0044815" "DNA packaging complex" 0.887241327066525
1057 0.20830171109899 2 14 "GO:0045111" "intermediate filament cytoskeleton" 0.769414445371894
-280 0.424112259946138 3 81 "GO:0045121;GO:0098857;GO:0098589" "membrane region" 0.8673022340075
-1018 0.427628147994955 4 6 "GO:0045169" "fusome" 0.870215450735434
-685 0.564043313256964 2 7 "GO:0045171" "intercellular bridge" 0.898857651421876
36 0.949418791929101 2 31 "GO:0045177" "apical part of cell" 0.996636778028594
-1320 0.234949715387943 2 8 "GO:0045178" "basal part of cell" 0.788950464740195
-420 0.521962409339401 5 23 "GO:0045180" "basal cortex" 0.898857651421876
-589 0.0444171515564729 1 116 "GO:0045202" "synapse" 0.574453514109878
-656 0.00433969403726059 2 190 "GO:0045211;GO:0097060" "synaptic membrane" 0.214551244281947
172 0.811666218700953 2 19 "GO:0045240;GO:0045239" "dihydrolipoyl dehydrogenase complex" 0.978657464361175
71 0.943038078105311 4 10 "GO:0045252" "oxoglutarate dehydrogenase complex" 0.995159893948086
-559 0.438780460499815 3 19 "GO:0045261" "proton-transporting ATP synthase complex, catalytic core F(1)" 0.879048312391155
-1932 0.0821486054471124 2 8 "GO:0045263" "proton-transporting ATP synthase complex, coupling factor F(o)" 0.629428628997529
1630 0.20397209662478 6 6 "GO:0046540;GO:0097526" "spliceosomal tri-snRNP complex" 0.758160434624182
1495 0.114569721432712 3 11 "GO:0046581" "intercellular canaliculus" 0.677200402858758
-399 0.660014297023984 3 12 "GO:0046658" "anchored component of plasma membrane" 0.926794704463243
-263 0.851582795712229 3 5 "GO:0046861" "glyoxysomal membrane" 0.978657464361175
737 0.074640561614026 2 58 "GO:0048046" "apoplast" 0.62130382977309
107 0.571441239861733 2 283 "GO:0048471" "perinuclear region of cytoplasm" 0.898857651421876
-1303 0.309787588558979 2 6 "GO:0048786" "presynaptic active zone" 0.838453747545615
21 0.97972713464401 4 14 "GO:0051233" "spindle midzone" 0.99922212943145
-830 0.455168645771274 5 8 "GO:0051285" "cell cortex of cell tip" 0.887241327066525
-409 0.468804182276114 2 31 "GO:0051286" "cell tip" 0.887241327066525
1069 0.368061050686793 4 7 "GO:0055028" "cortical microtubule" 0.856758049263334
735 0.149986866712812 2 38 "GO:0055029;GO:0000428;GO:0030880" "RNA polymerase complex" 0.728927867600409
-438 0.514050074147644 2 22 "GO:0055037" "recycling endosome" 0.898857651421876
-811 0.226690706941377 6 22 "GO:0055038" "recycling endosome membrane" 0.788950464740195
-112 0.767631930588253 3 69 "GO:0060170" "ciliary membrane" 0.969207171366251
-287 0.838430715285227 2 5 "GO:0060187" "cell pole" 0.978657464361175
-1754 0.171657374255905 3 6 "GO:0061176;GO:0061174;GO:0061177" "type Ib terminal bouton" 0.728927867600409
233 0.463095219375039 2 99 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 0.887241327066525
11 0.938554068020307 2 470 "GO:0070013;GO:0043233;GO:0031974" "intracellular organelle lumen" 0.995159893948086
-174 0.106892675792496 3 923 "GO:0070062;GO:1903561;GO:0043230;GO:0044421" "extracellular region part" 0.677200402858758
396 0.757581306638901 2 6 "GO:0070419" "nonhomologous end joining complex" 0.968894873448135
895 0.524371311878483 5 5 "GO:0070461" "SAGA-type complex" 0.898857651421876
-459 0.388149076237933 2 35 "GO:0070469" "respirasome" 0.856758049263334
557 0.595297486500969 3 9 "GO:0070852" "cell body fiber" 0.904423687717411
-650 0.343321243263849 2 21 "GO:0070937" "CRD-mediated mRNA stability complex" 0.856758049263334
2738 0.0513438312192079 5 5 "GO:0071006;GO:0071012" "catalytic step 1 spliceosome" 0.582410401603578
-879 0.154188428820154 5 26 "GO:0071011" "precatalytic spliceosome" 0.728927867600409
404 0.219624553281277 5 92 "GO:0071013" "catalytic step 2 spliceosome" 0.786655218116574
-126 0.928521537335256 3 5 "GO:0071203" "WASH complex" 0.995159893948086
1569 0.157958159334882 3 8 "GO:0071339;GO:0044665" "MLL1 complex" 0.728927867600409
-439 0.732497144496496 2 6 "GO:0071541" "eukaryotic translation initiation factor 3 complex, eIF3m" 0.95684612487081
-488 0.623142158615209 6 10 "GO:0071546" "pi-body" 0.91774269468851
-2298 0.102007879834386 6 5 "GO:0071547" "piP-body" 0.661247835833085
-1623 0.171714576828097 4 7 "GO:0071561;GO:0034271;GO:0034272" "phosphatidylinositol 3-kinase complex, class III, type II" 0.728927867600409
3 0.998079464702824 2 7 "GO:0071944" "cell periphery" 0.99922212943145
-88 0.937229483256926 3 8 "GO:0072546" "ER membrane protein complex" 0.995159893948086
76 0.945560999590941 2 8 "GO:0072562" "blood microparticle" 0.995159893948086
-1012 0.394364067326931 2 7 "GO:0072669" "tRNA-splicing ligase complex" 0.856758049263334
-485 0.335468817032005 2 39 "GO:0072686" "mitotic spindle" 0.856758049263334
-218 0.762642527284 4 19 "GO:0080008" "Cul4-RING E3 ubiquitin ligase complex" 0.968894873448135
-831 0.13513703545983 2 32 "GO:0090406" "pollen tube" 0.714159019291164
634 0.65202826946873 2 5 "GO:0090498" "extrinsic component of Golgi membrane" 0.926794704463243
1422 0.0382273228989787 3 21 "GO:0090575;GO:0044798" "nuclear transcription factor complex" 0.574453514109878
1742 0.215214163079227 3 5 "GO:0090576" "RNA polymerase III transcription factor complex" 0.775558355974531
1211 0.388909631711324 2 5 "GO:0097014" "ciliary plasm" 0.856758049263334
1091 0.437484656081445 2 5 "GO:0097038" "perinuclear endoplasmic reticulum" 0.879048312391155
-29 0.983527711052866 3 5 "GO:0097208;GO:0042599" "lamellar body" 0.99922212943145
-454 0.276583130865075 2 57 "GO:0097223" "sperm part" 0.829121086597067
-884 0.151924365016529 3 26 "GO:0097225" "sperm midpiece" 0.728927867600409
1541 0.272780934655804 3 5 "GO:0097228" "sperm principal piece" 0.822518022355001
-320 0.802862996361247 3 6 "GO:0097361" "CIA complex" 0.978657464361175
1098 0.392190535813205 2 6 "GO:0097362" "MCM8-MCM9 complex" 0.856758049263334
-954 0.497194113465814 2 5 "GO:0097373" "MCM core complex" 0.898857651421876
754 0.525836490491836 2 7 "GO:0097386;GO:0072687;GO:0033010;GO:0043220" "meiotic spindle" 0.898857651421876
-463 0.000235868076085872 2 663 "GO:0097458" "neuron part" 0.0464660109889168
-932 0.373714149953928 3 9 "GO:0097482" "muscle cell postsynaptic specialization" 0.856758049263334
103 0.855711035840319 2 31 "GO:0097525" "spliceosomal snRNP complex" 0.978657464361175
-451 0.565972965925858 2 16 "GO:0097539" "ciliary transition fiber" 0.898857651421876
482 0.731479803600847 4 5 "GO:0097542" "ciliary tip" 0.95684612487081
-1340 0.296182287990118 2 6 "GO:0097543" "ciliary inversin compartment" 0.834757838084491
-395 0.564577722838041 2 21 "GO:0097546" "ciliary base" 0.898857651421876
-229 0.671373599170312 2 34 "GO:0098552" "side of membrane" 0.934015102760505
527 0.477040991539815 3 18 "GO:0098562" "cytoplasmic side of membrane" 0.89218742405073
-223 0.0131834308299136 2 1393 "GO:0098588" "bounding membrane of organelle" 0.324641984186622
-424 0.00452895444352038 2 462 "GO:0098590" "plasma membrane region" 0.214551244281947
-146 0.62887789979456 4 110 "GO:0098687" "chromosomal region" 0.91846878861923
-1435 0.00393113868763047 2 40 "GO:0098793" "presynapse" 0.214551244281947
-26 0.809765646255919 2 910 "GO:0098796" "membrane protein complex" 0.978657464361175
-406 0.00376985973520736 3 528 "GO:0098797;GO:0034703;GO:0034702;GO:1902495;GO:1990351" "transmembrane transporter complex" 0.214551244281947
222 0.565031726181415 2 67 "GO:0098798" "mitochondrial protein complex" 0.898857651421876
337 0.584301604389082 2 26 "GO:0098800" "inner mitochondrial membrane protein complex" 0.898857651421876
-97 0.93515738540204 2 7 "GO:0098802" "plasma membrane receptor complex" 0.995159893948086
800 0.324189446224722 3 15 "GO:0098803" "respiratory chain complex" 0.847067042543569
-228 0.0397370248639797 2 871 "GO:0098805" "whole membrane" 0.574453514109878
-284 0.211577077070974 4 194 "GO:0098852" "lytic vacuole membrane" 0.775038060516901
426 0.465945105713537 2 29 "GO:0098858" "actin-based cell projection" 0.887241327066525
-642 0.518613336332612 2 10 "GO:0098862" "cluster of actin-based cell projections" 0.898857651421876
965 0.0737745656927997 2 34 "GO:0099023" "tethering complex" 0.62130382977309
-564 0.121576946265245 5 75 "GO:0099503" "secretory vesicle" 0.677200402858758
-570 0.290420026328417 2 34 "GO:0099738" "cell cortex region" 0.834757838084491
1763 0.112580036212084 2 8 "GO:0101031" "chaperone complex" 0.677200402858758
-109 0.317913478459423 3 902 "GO:0120025;GO:0042995" "cell projection" 0.838780650756781
-98 0.400753056056357 2 775 "GO:0120038;GO:0044463" "plasma membrane bounded cell projection part" 0.856758049263334
331 0.00245345547678468 2 899 "GO:1902494" "catalytic complex" 0.214551244281947
-177 0.782673109835293 2 24 "GO:1902554" "serine/threonine protein kinase complex" 0.973710110060069
972 0.48928815394471 2 5 "GO:1902562" "H4 histone acetyltransferase complex" 0.898857651421876
-346 0.503702727595164 2 37 "GO:1902911" "protein kinase complex" 0.898857651421876
1 0.99922212943145 2 6 "GO:1990075" "periciliary membrane compartment" 0.99922212943145
412 0.237059904309355 2 82 "GO:1990204" "oxidoreductase complex" 0.789729460221767
143 0.3918894599859 3 364 "GO:1990234" "transferase complex" 0.856758049263334
632 0.183130184299916 2 44 "GO:1990391" "DNA repair complex" 0.730691772588888
109 0.345593135975837 2 797 "GO:1990904" "ribonucleoprotein complex" 0.856758049263334
