"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-136 0.825851271385812 2 7 "GO:0035097" "histone methyltransferase complex" 0.949080387796784
-614 0.321807930648504 2 7 "GO:0035145" "exon-exon junction complex" 0.685794570653851
1452 0.0477535053835835 2 5 "GO:0035327" "transcriptionally active chromatin" 0.265364415992318
-738 0.177146355540454 5 9 "GO:0035371;GO:1990752" "microtubule plus-end" 0.54568775133324
498 0.456994486039245 2 6 "GO:0035838" "growing cell tip" 0.816996012708169
254 0.62493304491274 4 10 "GO:0035861;GO:0090734" "site of DNA damage" 0.876503535836079
-740 0.104132206612376 3 13 "GO:0035869" "ciliary transition zone" 0.401141459145269
54 0.926128644843879 2 8 "GO:0036038" "MKS complex" 0.969085146376607
-315 0.220634966354821 2 41 "GO:0036064" "ciliary basal body" 0.600545747012369
-342 0.48887052220627 3 11 "GO:0036128" "CatSper complex" 0.823550895015404
260 0.697341304908311 2 6 "GO:0036157" "outer dynein arm" 0.891662571400084
438 0.512896630610426 2 6 "GO:0036452" "ESCRT complex" 0.824929386743451
-58 0.747477268058961 4 85 "GO:0036464;GO:0035770" "ribonucleoprotein granule" 0.919331068889269
-352 0.0407849091982623 3 92 "GO:0042383" "sarcolemma" 0.235586514974173
753 0.260856980105632 3 6 "GO:0042405;GO:0044615" "nuclear inclusion body" 0.624106957428864
124 0.688981507991478 2 28 "GO:0042470;GO:0048770" "melanosome" 0.891662571400084
-706 0.153307101621981 2 11 "GO:0042555" "MCM complex" 0.506028703849997
242 0.172624869201075 3 87 "GO:0042579;GO:0005777" "microbody" 0.54568775133324
541 0.151088001127839 2 19 "GO:0042597" "periplasmic space" 0.506028703849997
215 0.748305771757578 2 6 "GO:0042622" "photoreceptor outer segment membrane" 0.919331068889269
611 0.324293681074906 2 7 "GO:0042641" "actomyosin" 0.687753265661274
-377 0.490378852867975 4 9 "GO:0042645" "mitochondrial nucleoid" 0.823550895015404
-1093 0.0455975076333523 4 9 "GO:0042734" "presynaptic membrane" 0.259965011052489
-361 0.00181176438428767 2 208 "GO:0043005" "neuron projection" 0.0318145825880915
-302 0.0720628680895458 2 97 "GO:0043025;GO:0044297" "cell body" 0.333006306224322
-563 0.36392673531669 3 7 "GO:0043186" "P granule" 0.722289471581372
370 0.301205436032467 3 21 "GO:0043190;GO:0098533;GO:1904949" "ATPase complex" 0.667824173829561
-415 0.105869785755541 3 41 "GO:0043194;GO:0016328;GO:0033268;GO:0033270" "node of Ranvier" 0.40414639953637
-688 0.0752900808632464 3 18 "GO:0043195" "terminal bouton" 0.333862075747123
-558 0.0896356987247841 4 25 "GO:0043197;GO:0044309;GO:0098794" "neuron spine" 0.367757679814768
117 0.873012551462924 2 5 "GO:0043198" "dendritic shaft" 0.96142338808541
154 0.715856323941608 5 15 "GO:0043202;GO:0005775" "vacuolar lumen" 0.905651084179729
-2 0.993895504138138 3 30 "GO:0043204" "perikaryon" 0.995091182471985
-80 0.854842182992113 2 14 "GO:0043235" "receptor complex" 0.959784445865825
-942 0.104168852716539 2 8 "GO:0043596;GO:0005657" "replication fork" 0.401141459145269
281 0.674984415472679 3 6 "GO:0044224" "juxtaparanode region of axon" 0.888026681431008
484 0.375659508927429 2 9 "GO:0044232" "organelle membrane contact site" 0.729710285040448
248 0.586032602588662 5 13 "GO:0044299" "C-fiber" 0.846943404873916
763 0.16308210816234 2 9 "GO:0044306;GO:0043679" "neuron projection terminus" 0.526419452082848
-406 0.0341479527352881 3 74 "GO:0044391" "ribosomal subunit" 0.220028034884547
277 0.679543229434682 2 6 "GO:0044426" "cell wall part" 0.888026681431008
-499 2.33379736834798e-05 3 200 "GO:0044427" "chromosomal part" 0.00146362434957823
294 0.00248631419553755 3 300 "GO:0044429" "mitochondrial part" 0.0404256271052216
-274 0.000107572632792628 3 600 "GO:0044430" "cytoskeletal part" 0.00429312598145124
347 5.75754958707825e-06 2 502 "GO:0044432" "endoplasmic reticulum part" 0.000631891067181838
-37 0.725041360353112 2 254 "GO:0044433" "cytoplasmic vesicle part" 0.909473262909499
439 5.21883656985677e-07 2 376 "GO:0044434;GO:0044435" "plastid part" 0.000229106925416712
-283 0.243032257977172 3 46 "GO:0044439;GO:0044438" "microbody part" 0.613788013217638
-252 0.0488253037214772 2 169 "GO:0044441" "ciliary part" 0.266903372252354
-449 0.0163846035091979 2 78 "GO:0044445" "cytosolic part" 0.135713980010149
-195 0.278442807078413 4 84 "GO:0044448" "cell cortex part" 0.646753398451975
-335 0.0347861661491219 3 109 "GO:0044449;GO:0030018" "contractile fiber part" 0.220028034884547
-313 0.0561857072955481 4 102 "GO:0044450" "microtubule organizing center part" 0.290182652973478
151 0.275227766866694 4 143 "GO:0044451" "nucleoplasm part" 0.645294429289413
213 0.562392614096099 4 20 "GO:0044452" "nucleolar part" 0.836916466400635
-503 0.00519981326504365 4 84 "GO:0044454" "nuclear chromosome part" 0.0585312313680555
9 0.977268591398333 4 28 "GO:0044455" "mitochondrial membrane part" 0.988527446137945
-458 0.000209472409959867 1 182 "GO:0044456" "synapse part" 0.00766319899769847
-174 0.012115937224152 2 627 "GO:0044459" "plasma membrane part" 0.108548906967403
-618 0.174365635089142 2 13 "GO:0044462" "external encapsulating structure part" 0.54568775133324
-277 0.679543229434682 5 6 "GO:0044530" "supraspliceosomal complex" 0.888026681431008
-447 0.276134475372594 3 16 "GO:0044732;GO:0005816" "spindle pole body" 0.645294429289413
-537 0.386412621969193 2 7 "GO:0044798" "nuclear transcription factor complex" 0.735877244260749
159 0.812938498711753 5 6 "GO:0045111" "intermediate filament cytoskeleton" 0.938422001220292
-166 0.504635969838596 2 44 "GO:0045121;GO:0098857;GO:0098589" "membrane region" 0.823550895015404
-247 0.546720085522258 2 16 "GO:0045177" "apical part of cell" 0.833109009468767
-174 0.691856266232881 4 14 "GO:0045180" "basal cortex" 0.891662571400084
-688 0.0008442337651695 1 64 "GO:0045202" "synapse" 0.0205899234949673
-635 7.11476148628357e-05 4 107 "GO:0045211;GO:0097060" "synaptic membrane" 0.00347042254719832
-118 0.829416058694915 3 9 "GO:0045240;GO:0045239" "tricarboxylic acid cycle enzyme complex" 0.950688380592866
-203 0.631938519643778 2 15 "GO:0045261" "proton-transporting ATP synthase complex, catalytic core F(1)" 0.880701619440059
-76 0.902204187064617 3 7 "GO:0045263" "proton-transporting ATP synthase complex, coupling factor F(o)" 0.96142338808541
-145 0.473916792352872 4 66 "GO:0045335;GO:0030139" "endocytic vesicle" 0.823550895015404
161 0.810425778895105 2 6 "GO:0046658" "anchored component of plasma membrane" 0.938422001220292
473 0.121274173941915 2 29 "GO:0048046" "apoplast" 0.441907293867694
-37 0.783100782576585 3 149 "GO:0048471" "perinuclear region of cytoplasm" 0.938422001220292
-326 0.598562344258874 4 7 "GO:0051233" "spindle midzone" 0.853145678992356
-73 0.920521960117721 2 5 "GO:0051285" "cell cortex of cell tip" 0.969085146376607
96 0.814439140011233 2 16 "GO:0051286" "cell tip" 0.938422001220292
-122 0.788619240539163 4 13 "GO:0055029;GO:0000428;GO:0030880" "RNA polymerase complex" 0.938422001220292
-437 0.318840608623852 4 14 "GO:0055037" "recycling endosome" 0.685794570653851
-514 0.224949293615272 2 15 "GO:0055038" "recycling endosome membrane" 0.601193970903386
192 0.48305125205099 3 36 "GO:0060170" "ciliary membrane" 0.823550895015404
67 0.803420608346234 4 37 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 0.938422001220292
64 0.548103772073399 2 249 "GO:0070013;GO:0043233;GO:0031974" "intracellular organelle lumen" 0.833109009468767
-66 0.385574501316081 3 512 "GO:0070062;GO:1903561;GO:0043230;GO:0044421" "extracellular region part" 0.735877244260749
256 0.4857376921311 2 20 "GO:0070469" "respirasome" 0.823550895015404
382 0.367098789590328 3 15 "GO:0070937" "CRD-mediated mRNA stability complex" 0.722674298789928
-1096 0.00461857365693247 5 18 "GO:0071011" "precatalytic spliceosome" 0.0547987523079285
-455 0.0610072444885754 2 46 "GO:0071013" "catalytic step 2 spliceosome" 0.307841153223961
-136 0.853484119782783 2 5 "GO:0071944" "cell periphery" 0.959784445865825
-521 0.4774281330814 4 5 "GO:0072546" "ER membrane protein complex" 0.823550895015404
-399 0.58649383845483 2 5 "GO:0072562" "blood microparticle" 0.846943404873916
57 0.871453526800346 5 22 "GO:0072686" "mitotic spindle" 0.96142338808541
52 0.913019721823197 2 12 "GO:0080008" "Cul4-RING E3 ubiquitin ligase complex" 0.968153762996095
-674 0.0813135328732091 2 18 "GO:0090406" "pollen tube" 0.353432088429097
-113 0.877961072435548 3 5 "GO:0090575" "RNA polymerase II transcription factor complex" 0.96142338808541
-770 0.00808571922640514 2 32 "GO:0097223" "sperm part" 0.0806734259179967
-1832 1.53379002758502e-05 3 15 "GO:0097225" "sperm midpiece" 0.00112222303684971
-359 6.76185591217726e-05 2 352 "GO:0097458" "neuron part" 0.00347042254719832
-1025 0.125621742530155 2 6 "GO:0097482" "muscle cell postsynaptic specialization" 0.448357276184862
-793 0.053180046737446 5 16 "GO:0097525" "spliceosomal snRNP complex" 0.283464162845176
-286 0.581861407612209 3 10 "GO:0097539" "ciliary transition fiber" 0.846119524882414
-1256 0.0155030759445056 3 10 "GO:0097546" "ciliary base" 0.13088173730073
-163 0.682127231139793 2 17 "GO:0098552" "side of membrane" 0.888587105253321
4 0.995091182471985 3 8 "GO:0098562" "cytoplasmic side of membrane" 0.995091182471985
61 0.348375321827685 3 742 "GO:0098588" "bounding membrane of organelle" 0.714657786366139
-300 0.00505293112760943 2 246 "GO:0098590" "plasma membrane region" 0.0583746517110668
-600 0.00592601410415155 2 57 "GO:0098687" "chromosomal region" 0.0634517119932324
26 0.891488049419886 4 75 "GO:0098791" "Golgi subcompartment" 0.96142338808541
-302 0.35725748472967 2 25 "GO:0098793" "presynapse" 0.720167307011206
20 0.801577112150517 2 473 "GO:0098796" "membrane protein complex" 0.938422001220292
-79 0.457815533317106 2 250 "GO:0098797;GO:0034703;GO:0034702;GO:1902495;GO:1990351" "transmembrane transporter complex" 0.816996012708169
-208 0.481853746682487 4 31 "GO:0098798" "mitochondrial protein complex" 0.823550895015404
-420 0.355615547891394 2 13 "GO:0098800" "inner mitochondrial membrane protein complex" 0.720167307011206
67 0.398704336723752 2 460 "GO:0098805" "whole membrane" 0.750004089670946
286 0.0871441613976399 4 98 "GO:0098852" "lytic vacuole membrane" 0.364345589081561
-1118 0.0182682584259313 4 12 "GO:0098858" "actin-based cell projection" 0.143799431722607
833 0.213318093785566 2 6 "GO:0098862" "cluster of actin-based cell projections" 0.600298994691433
909 0.0224821966731248 2 17 "GO:0099023" "tethering complex" 0.17016697137072
-97 0.699858472157476 3 43 "GO:0099503" "secretory vesicle" 0.891662571400084
-212 0.553543316897055 3 21 "GO:0099738" "cell cortex region" 0.836916466400635
-391 1.46320949438234e-06 3 442 "GO:0120025;GO:0042995" "cell projection" 0.000321174484016924
-323 0.000232678999081603 3 373 "GO:0120038;GO:0044463" "plasma membrane bounded cell projection part" 0.00785739081514029
36 0.672797979327979 2 396 "GO:1902494" "catalytic complex" 0.888026681431008
922 0.0918252421278529 3 9 "GO:1902554" "serine/threonine protein kinase complex" 0.367764313671729
-104 0.811907769490805 2 14 "GO:1902911" "protein kinase complex" 0.938422001220292
247 0.354636222698431 2 38 "GO:1990204" "oxidoreductase complex" 0.720167307011206
61 0.629252488751325 2 173 "GO:1990234" "transferase complex" 0.879751090961247
101 0.81252234767951 2 15 "GO:1990391" "DNA repair complex" 0.938422001220292
-204 0.00974238241341598 2 469 "GO:1990904" "ribonucleoprotein complex" 0.0929319884051192
